"Sentence","labels"
"In this article , the authors review the spectrum of VC pathologic processes and the relevant findings from magnetic resonance imaging , ultrasonography , and computed tomography .",0
"These cells constitute the synovial lining layer and participate in an inflammatory cascade , eventually inducing the destruction of cartilage and bone .",1
"The entrapment efficacy of all chitosan nanocapsules produced reached values between 75 and 92 % .",0
"This finding provides strong evidence for the efficacy of CM for helping alcohol dependent smokers reach the milestone of initial smoking abstinence .",0
"The intermittent group required fewer supplementary injections and less drug to maintain similar pain scores , sensory and motor block compared with the continuous group .",0
"Intravitreal autologous BM CD34 cell therapy appears feasible and well tolerated in eyes with ischemic or degenerative retinal conditions and merits further exploration .",0
"The clinical symptoms of intestinal TB are nonspecific .",0
"To our knowledge , this is the first study of the capsaicin 8 % patch versus placebo in patients with PDPN to show that one 30-minute capsaicin treatment provides modest improvements in pain and sleep quality .",1
"It is unclear if the large difference in reported accuracies between Edwards et al. and Roux et al. is caused by the different distance measures or virus and host datasets used , and this warrants further investigation .",0
"Consistently , high expression of AQP2 , AQP8 , AQP9 , and AQP11 mRNA were associated with longer OS in diffuse type gastric cancer , while high level of AQP1 and AQP10 mRNA expression were associated with poor OS .",1
"Further studies are needed to explore the underlying protective mechanisms in vitro .",0
"We found few significant differences : SWS and their peers were distributed similarly across positive and negative status groups .",0
"These findings suggested that the Tob1 gene contributed to phenotypic differences in muscle between Chinese and foreign breeds of pigs and should be considered as a candidate gene for meat production traits .",1
"The different batches of intranasal vaccine showed a similar immunogenic profile .",0
"For participants having > 10 natural teeth in each jaw , no significant associations between MDS and age and dental and prosthodontic status were found .",0
"They developed the ability to focus on positive traits because they believed that their positive attitudes and emotions helped them to reduce life challenges and barriers and consequently to deal well with stressful situations .",1
"Our results suggest that plasma leptin and ghrelin concentrations in later infancy are a consequence of previous weight changes rather than predictors of short-term growth .",1
"The expert system in meal insulin dosing allows improvement in glucose control without increasing the rates of hypoglycemia or the insulin requirement .",1
"These data highlight the importance of stimulus selection and individual predispositions when attempting to acutely modify T and associated physical performance .",0
"Mhc can cause acute disease in immunosuppressed or splenectomized dogs .",1
"Therefore , the mechanism of migration and accumulation of Th17 cells into the tumor microenvironment is worth further investigation , as Th17 cells have been shown to be closely associated with certain key cytokines and chemokines .",1
"Clinical trial registration NCT01604915 .",0
"The best results were achieved using chitosan-Bi with a molecular weight of 710000 Da .",0
"Recently , three randomized controlled trials in African countries have demonstrated that medical male circumcision reduces the risk of acquiring sexually transmitted infections , including HIV , from infected women to uninfected men by about 60 % .",1
"Oxycodone produced effects similar to those of other mu opioid agonists .",0
"Medications targeting cortical dopamine and serotonin balance might show clinical benefit of reduced drinking , among individuals with impulsivity and low self-control .",1
"Prostate cancer specific survival in PLCO was comparable across arms and significantly better than expected based on nationwide population data .",0
"Besides , improper length of balloon leads to transient mechanical injury to the vessel wall and in-stent restenosis .",1
"This definitive trial will be the first to evaluate a novel psychological treatment for social disability and mental health problems in young people presenting with social disability and severe and complex non-psychotic mental health problems .",0
"Although the mechanisms involved remain to be elucidated , studies to explore the potential use of glutamine to improve blood glucose control are needed .",0
"Consecutive patients staged with PET and CT and EUS between 2011 and 2014 were included .",0
"The pilot scheme of the expert system VoiceDiab has potential to become an application , facilitating dosing of the meal insulin and improving the comfort and safety of insulin administering .",1
"In this first long-term comparison of MELD versus C-T in cirrhosis with bleeding varices , C-T was consistently as effective as MELD in predicting survival , encephalopathy , rebleeding , hospital readmissions , and readmission days .",0
"However , PRRSV nsp2 does not induce eIF2-phosphorylation but attenuates the mTOR signaling pathway , another pathway regulating the host cell translational machinery .",1
"The limitations of the results regarding the ranking of the four highest mortality provinces are acknowledged , however , as a result of very small mean value differences and overlapping confidence intervals .",0
"Under controlled environment experiments other researchers have also demonstrated that the build-up of take-all suppressive fluorescent Pseudomonas populations and metabolite production from these populations are influenced by the wheat cultivar grown .",1
"Biomarkers alone , at an appropriate threshold appear robust for the detection of type V MI , independently of supplementary evidence , as suggested by the ESC and ACCF and AHA and WHF criteria .",0
"This cytokine induces the production of some cytokines and chemokines , and stimulates adhesion molecule expression which accelerates monocyte recruitment and permeation into the arterial wall .",1
"Further research is required to identify how to improve adherence to HE and to measure changes in physical activity before conducting a definitive RCT .",0
"These women also consumed significantly more SFAs than those who were more active , a diet associated with high oxLDL .",1
"We assessed whether the body mass index correlates with severity of carotid siphon calcifications in community-dwelling adults .",0
"Lack of adequate physical activity in pregnancy remains an important public health concern , especially given its known health benefits .",0
"Old age and body mass index > 30 kg and m2 were independent risk factors for an unsuccessful initial spirometry , and never smoking and respiratory symptoms were risk factors for failing the post-bronchodilator spirometry .",1
"Finally , for every thoracentesis performed in this study , the same pleural biomarker panel was collected , decreasing the probability of selection bias .",0
"Neither drug appears to have an important effect on the parameters of diastolic function studied in patients with chronic stable angina .",0
"Non-SVR12 was not associated with emergence of NS3 or NS5B RAS and retreatment with DCV-TRIO RBV for 12 weeks led to SVR in all patients .",1
"AtNRT1-6 is not responsible for root uptake of NO3 as it is only expressed in reproductive tissues .",0
"It is established that contact between Schwann cells and axons is strictly required for induction of myelination .",1
"Improving prenatal zinc nutrition protected against diarrheal morbidity in infant offspring through 12 months of age .",1
"The observed positive effect of prenatal zinc on fetal femur diaphysis length is consistent with the results of experimental studies in animals and in vitro .",1
"No new safety findings were observed in the extension .",0
"In this study , the influence of the calibration shift on the measurement of D w among users was analyzed .",0
"Changes in flavin redox state affect conformation and flavin binding in the naturally Cys-less BAT-LOV .",1
"The ingestion of antacids , an increasingly common practice in the western world , can increase the stomach pH leading to enhanced sensitizing potential in vivo .",1
"There are arguments on whether different calibration methods could lead to observable changes of OAEs .",0
"The geometry of stent affects its service performance and ultimately affects its fatigue life .",1
"Having two active catalytic domains decreases the likelihood of resistance development to this antimicrobial in that the pathogen would potentially need two simultaneous mutations in the same cell to become resistant .",1
"Oral midazolam syrup is easier for parents to administer and has better medication acceptance in children when compared to intranasal midazolam spray .",0
"Based on this small study , mid-frequency ventilation among preterm infants with respiratory distress syndrome is feasible .",0
"Furthermore , the partner drugs to ACT are also threatened by the development of resistance if treatment of malaria with antimalarial monotherapy is not abolished .",1
"The results for 9 cytokines associated with RA are shown in Fig. 6 .",1
"Prednisone reduced the need for hospitalization and therapeutic procedures and hastened improvements in symptoms , performance , and quality of life .",1
"VVA symptoms have an approximately linear relationship with sexual functioning .",1
"Eculizumab was well tolerated .",0
"The two participants who had experienced major benefits also reported having had life-changing events , suggesting that this intervention is most effective at the time when lifestyle has to be reconsidered if mental well-being is to be sustained .",0
"Testicular feminization , an earlier term coined for describing a syndrome resulting from failure of masculinization of target organs by androgen secretions during embryo development , has been well documented not only in humans but also in the domestic horse .",1
"HBP Lotion produced a significantly more rapid onset and higher level of moisturization at 2 and 4 hours post-application compared to HBP Cream .",1
"vivax is generally perceived to be less severe but will be harder to eliminate , owing partly to its dormant liver stage that can cause multiple relapses following an initial clinical episode caused by a mosquito-borne infection .",1
"Univariable and multivariable analysis assessed association with overall survival .",0
"In high-risk MDS and secondary AML , there is an acquired resistance to apoptosis associated with a balance shift towards an increased expression of anti-apoptotic BCL-2 proteins .",1
"Mechanistically , oleuropein aglycone treatment significantly reduced HER2 ECD cleavage and subsequent HER2 auto-phosphorylation , while it dramatically enhanced Tzb-induced down-regulation of HER2 expression .",1
"On the one hand , most research groups restrict their role to knowledge production , while focusing only on publication of results , rather than translational advocacy , the majority of public officials involved in policy making process , on the other hand , tend to disregard scientific evidence regarding both the high prevalence and increasing incidence of pediatric diseases associated with environmental exposures .",0
"We conclude that glycosylation of codfish parvalbumin does not affect the digestibility of parvalbumin and that the peptides resulting from this digestion show low IgE-binding , regardless of glycosylation .",1
"Furthermore , issues of cost and radiation exposure related to measuring coronary calcium were discussed resulting in some uncertainty regarding potential risks of more widespread screening , thus , a Class IIb recommendation was given for individuals for whom a risk-based treatment decision is uncertain after formal risk estimation .",1
"The consumption of probiotic paracasei HII01 , prebiotic XOS , and synbiotics for 12 wk led to a decrease in metabolic endotoxemia , gut dysbiosis , and gut inflammation in obese-insulin resistant rats .",1
"Seven were excluded because LS could not be measured due to extensive intercostal subcutaneous tissue depth .",1
"Overall , findings indicate that by us a compensatory intervention to manage executive dysfunction , effective and lasting benefits can be achieved with regard to aspects of perceived emotional health and coping .",1
"More intense and system-focused interventions warrant further study .",0
"The tablet-based hearing screening test was shown to be a reliable and an accurate method for hearing screening that can be used effectively in places with Internet access and where local audiologists are not available .",0
"The form guides the maternal mortality review committee for deaths due to violence to identify potentially preventable factors relating to the woman , her family , systems of care , the community , the legal system , and the institutional environment .",0
"This study shows promising early results with very low wear , even for 36 mm heads , but long term follow-up is necessary to evaluate if this polyethylene will provide low wear and good mechanical properties in the long-term .",0
"Fatty acid chain length and degree of saturation appear to affect the extent and duration of lipemia and affect hepatic output indirectly .",1
"Within the limits of this study , LLLT may be understood to play a role in the modulation of periodontal tissue tPA and PAI-1 gingival crevicular fluid levels , particularly in smoking patients with chronic periodontitis , and may thus be recommended as an adjunct to non-surgical periodontal treatment .",1
"The 3-month skin camouflage program effectively improved facial disfigurement , fear of social interaction , anxiety of social interaction , and body image of female HNC survivors .",1
"Following injection of BoNT-A , adding a program of rehabilitation improved motor recovery compared to an injected group with no rehabilitation .",1
"The use of morphine is safe postoperatively .",0
"In human lung adenocarcinoma cells , VEGF-C triggers the activation of the Src-p38 mitogen-activated prtein kinases and subsequently up-regulates the expression of the transcription factor CCAAT and enhancer binding proteins , leading to the increased expression of contactin-1 .",1
"Morphine delays clopidogrel absorption , decreases plasma levels of clopidogrel active metabolite , and retards and diminishes its effects , which can lead to treatment failure in susceptible individuals .",1
"Collectively , these results suggest that CCL2 and CCR2 signaling in the NAc shell is important in mediating neuropathic pain and depression via regulating NR2B-mediated NMDAR function in D1R - and D2R-containing neurons following peripheral nerve injury .",1
"This effect was exacerbated by a shorter term provider relationship .",1
"Interaction with neuronal membranes modulated the expression of molecules that regulate protein translation and degradation .",1
"A behaviour change framework can help to systematically identify such barriers to inform better delivery and evaluation of the treatment , therefore potentially increasing the fidelity of the intervention to increase the internal validity of the trial .",1
"Women living in post-conflict areas are at higher risk of depression compared to the general population .",1
"Therefore , we conclude that E2F1 directly facilitated BMCC1 transcription .",1
"Taken together , this research suggests a novel miRNA-mediated mechanism through which formaldehyde may induce alterations in biological effects .",1
"Our results suggest that clinicians should screen for and treat depressive symptoms in patients with high post-concussive symptoms one month following injury .",0
"Factors related to nephrolithiasis can potentially differ among populations and countries .",0
"Background : Patient-reported outcomes are valuable for the management of chronic diseases like systematic lupus erythematosus , but no measures have been validated for use in US-based patients with SLE .",0
"Circulating and synovial tissue and fluid miR-146a levels are high in patients with RA , and circulating miR-146a levels positively correlate with ESR .",1
"No treatment-related safety issues were identified .",0
"Targeting enzymatic activities , like transcriptional regulators or DNA modifying enzymes , will be important for plant biology in the future .",0
"The teratocyte released chitinase from nigriceps is hypothesized to contribute to the avoidance of microbial contamination of the host 's haemocoel or to facilitate the emergence of parasitoid larvae through the host 's cuticle .",1
"Cranberry concentrate does not seem to effectively prevent UTIs in female patients with hip fracture and indwelling urinary catheter .",1
"The postoperative use of IFX is effective in preventing Crohn 's disease recurrence for 2 years .",1
"We defined rib fractures and other thoracic injuries according to CT reports and followed patients through their hospital course to determine outcomes .",0
"We sought to identify a more effective approach to improve vaccination rates .",0
"Interestingly , one of these conserved residues was a histidine at position 35 .",0
"BaSICS will also provide relevant information on whether bolus infusion rate affects outcomes in this population .",0
"Indeed , PACAP-immunoreactive neurons and PACAP receptors are primarily located in the magnocellular region of the paraventricular nucleus of the hypothalamus and in the supraoptic nucleus of the hypothalamus , structures which produce the stress-related hormones , oxytocin and vasopressin .",1
"A peripheral blood mononuclear cell proliferation assay and immunoglobulin production assay were performed to evaluate the immunosuppressive properties of hDPSCs .",0
"Additionally , the effect of VEGF-C in liquid and solid tumors has also been reported to induce angiogenesis .",1
"UCMCs have powerful repairing effects on damaged cells and tissues and may reconstruct the impaired immunity .",1
"Low THCCOOH and THC ratios suggest recent Sativex and smoked cannabis exposure .",1
"Consumption of both cereal products was associated with a slightly higher fasting oxidative stress profile .",1
"This is the first study investigating WM microstructure associated with comorbid ODD in ADHD .",0
"We found that Ixabepilone was the main contributor to cytotoxicity in the combination regimen of Cetuximab and Ixabepilone .",1
"Preservative-free formulations like Dicloabak should be preferred to generic diclofenac formulations including other ingredients and may improve the safety profile of this topical nonsteroid anti-inflammatory drug .",0
"The two-handed jaw thrust facilitated lightwand-guided intubation , and reduced the incidence and severity of postoperative sore throat compared to the single-handed chin lift .",1
"The differences between scores can be attributed to differences in selection of patients , baseline radiographic damage of patients , conditions in which radiographs were read or the method of imputation of missing VCs .",1
"This protocol describes a set of adaptable fixtures to accommodate the various load magnitudes and directions accounting for possible bone orientations in a fall on the hip configuration , test speed , bone size , and left leg-right leg variations .",0
"The spinal cord is capable of initiating a significant and long-lasting pressor response following intrathecal injection of cholinergic agonists in freely moving rats .",1
"Since each update transformation on a blue edge increases the number of cycles in the breakpoint graph by one , a sequence of update transformations on optimal adjacencies gives a solution to 1-MCPc .",1
"Moderately elevated concentration of CMPF in plasma resulting from increased intake of fish is not harmful to glucose metabolism .",1
"Capsaicin pretreatment attenuates multiple responses to cholecystokinin in rats .",1
"Both magnesium sulphate and remifentanil when combined with sevoflurane provided adequate controlled hypotension and proper surgical conditions for middle ear surgery .",1
"In general , strains of Desertifilum maintain their genetic stability , as seen from the analysis of the 16S rRNA gene and 16S-23S rRNA internal transcribed spacer sequences from strains collected at distant locations .",0
"Twelve weeks of once-weekly treatment with semaglutide significantly improved beta cell function and glycaemic control in participants with type 2 diabetes .",1
"High-dose intravenous minocycline can be safely administered to patients with ICH .",0
"DNA methylation patterns in the mature spermatozoa are thought to be indicative of patterns in the adult germline stem cells and may offer insight into potential perturbations to cellular pathways involved in spermatogenesis .",0
"Additionally , survival experiments with lepidopteran Galleria mellonella treated with compounds 5c and 5d were performed and demonstrated the lack of toxicity of these compounds .",0
"Therefore , 6-hour infusion of 20 mg nafamostat mesilate may be useful for the prevention of PEP in an outpatient setting .",1
"Maternal supine position during elective cesarean delivery with spinal anesthesia in healthy term women does not impair neonatal acid-base status compared to 15 degrees left tilt , when maternal systolic blood pressure is maintained with a coload and phenylephrine infusion .",1
"Importantly , Mantel tests on Abouheif 's proximities and the multivariate trait distances computed from CVA , logDF , and logSF yielded significant correlations for all four clades , indicating that a phylogenetic signal associated with this multivariate trait was detected on intra-clade genetic distances in all cases .",0
"Researchers in a cross-sectional study reported that serum resistin levels in patients with hand ROA were higher than in patients with nonradiographic hand OA and control subjects , and were associated with radiographic bone erosion in hand OA .",1
"Histopathology studies of the vascular changes during atherogenesis have shown that blood derived inflammatory cells , particularly monocyte and macrophages , play a key role in the initiation and progression of the disease .",1
"The lower population of the type I fibres and higher population of COX deficient fibres in Ts1Cje mice may contribute to the muscle weakness seen in this mouse model for DS .",1
"For cost and convenience reasons other altered fractionation schedules have been adopted in routine practice .",0
"Sizeable reductions in BP , with potential for substantial CVD reduction , can be safely achieved using combinations of BP drugs in the elderly with normal high and Stage 1 hypertension .",1
"We immediately see that animals are the only animals contributing to matrix , and since for these animals , the matrix is a diagonal matrix with diagonal elements equal to .",0
"Moreover , reductions in the prescription of conventional antibiotics for topical infections , especially systemic agents , will beneficially reduce the opportunity to select for drug-resistant strains in the non-target skin microbiota .",1
"Liver sinusoidal endothelial cells are the first cells that contact portal blood cells and substances in the liver , but their functions in the development of obesity-associated glucose metabolism remain unclear .",0
"Oseltamivir and zanamivir were well tolerated in healthy hospital professionals .",0
"The results indicate that yoelii - infected erythrocytes inhibit the maturation of DC in a reversible manner .",1
"Although detection of the full complement of cis - elements is not feasible by this approach due to potential acquisition and loss of individual regulatory elements between duplicated promoters , we can readily identify several specific regulatory elements which show high conservation in duplicated genes .",1
"BCL6 keeps B-cells in a proliferative state in the germinal center , and down-regulation of BCL6 is required for B-cell maturation and differentiation .",1
"If an effect is found , this study will allow for the investigation of putative mechanisms to mediate this effect , including autonomic cardiovascular control and metaboreflex .",0
"Image analysis techniques were also used to demonstrate a marked regression in secretory coil size with age .",0
"DNA repair protein expression assessment identified three different groups of risk of death in early-stage lung cancer patients , according to their tumor MSH2 and BRCA1 expression levels .",0
"We also determined that the presence of PB1-F2 in an H9N2 virus prolonged the infectious shedding period in infected chickens which resulted in an extended transmission window with enhanced transmission .",1
"In experimental study , the administration of contrast media results in augmentation of lipid peroxidation marker , reduction of glomerular filtration rate , and deterioration of tubular structures .",1
"Patients responding to anti-angiogenesis therapy who maintain an acceptable quality of life could be suitable at progression for treatment with other novel therapies that might confer additional benefit .",0
"Our aim was to assess whether a quantitative MRI marker , Thrombus-T2 relaxation time , may be assessable in clinical routine and may to predict early successful recanalization after EVT , defined as a TICI 2b and 3 recanalization obtained in 2 attempts or less .",0
"mMDSC are less sensitive to freezing .",0
"It should be mentioned that biofilm formation could also have been a factor contributing to chronicity , biofilm was detected visually , however , this was not evaluated due to technical limitations .",1
"Enhancing autonomous motivation might be a useful intervention target for trials aimed at reducing adolescents recreational screen-time .",1
"Although it is becoming evident that paracrine factors secreted in the resulting tumor environment subsequently modify the behaviour of tumor cells , a dynamic interaction between HPMCs found in ascites and the surrounding environment could alter their behaviour , which in turn , further affect malignant evolution and contribute to establish a milieu favouring tumor progression .",1
"This prolonged deprivation could amplify the health effects of poverty .",1
"Engineered microvessels provide an ideal platform that recapitulates essential elements of in vivo physiology and allows study of the microvasculature in a precise and reproducible way .",1
"Targeted interventions are needed to reduce the risk of heavy drinking among young adults with high trait urgency .",0
"Length of hospitalization and other postoperative adverse events , including stroke and mortality , were not statistically different .",0
"Thus , our results suggest that Pf PKG regulates parasite invasion , a notion that was upheld in our study when Compound 2 was shown to inhibit invasion of free merozoites into RBCs .",1
"sacchari causes pokkah boeng of sugarcane and is widely distributed in sugarcane growing areas in Malaysia .",1
"In this trial of mild to moderate AD patients , the rivastigmine patch monotherapy group experienced a reduction of non-aggressive agitated behaviors .",1
"The inclusion of highly diverse sequences will presumably produce a more powerful profile , but distantly related sequences can be difficult to align accurately using only sequence information .",0
"Pressure-mediated dilatation for the treatment of RAS was feasible , with superior angiographic results compared to a pharmacologic vasodilator strategy , with no impact on blood pressure .",1
"Incorporating both BCCT.core assessment and patient self-assessment could potentially provide the basis of a gold standard method of breast cosmetic evaluation .",0
"Millimeter-scale differences among ear , cob , and kernel traits that ranged more than 2.5 fold across a diverse group of inbred maize lines were resolved .",0
"MicroRNAs can influence disease caused by environmental exposures , yet miRNAs are understudied in relation to formaldehyde .",1
"HMA failure is associated with a poor prognosis and a median survival of less than 5 months .",1
"An 8-week dance-based exercise program significantly improved function and cardiorespiratory capacity , and decreased postexercise heart rate and fatigue .",1
"JB6 cells can be sensitive or not sensitive to tumor promoters , such as EGF or 12-O - tetradecanoylphorbol-13-acetate , leading to malignant transformation of the cells and resulting in anchorage-independent colony formation upon stimulation with these agents .",1
"Though most interviewees felt the concept of CBE was right , there were many challenges in its conduct , which hinder adequate preparation and implementation .",0
"Most participants reported four or five health risk behaviours .",0
"These results suggest that computerized interpretation training procedures may be beneficial for treating social anxiety disorder .",1
"This randomized controlled study on executive skill training in a relatively large sample provided some evidences that the training could improve EF deficits , reduce problematic symptoms , and potentially enhance the social functioning in school-aged children with ADHD .",1
"Whereas underweight is associated with poor fetal growth and elevated pregnancy loss , overweight is more strongly associated with diseases in pregnancy , pregnancy loss and stillbirth and high birth weight .",1
"We investigated whether blocking mTOR activation could also influence the effect of conditioning lesions on axon regeneration in the dorsal column of the adult spinal cord .",0
"The cohesin complex is responsible for the cohesion of sister chromatids , DNA repair , and regulation of transcription .",1
"UAS reduced EBL without increasing inflammatory reactions .",1
"Each fraction was added to DC at a 30 infected erythrocytes : DC ratio for 24 Maturation was not triggered by any of the parasite stages tested .",0
"Coronary heart disease and stroke as manifestations of atherosclerosis are among the leading causes of death .",1
"Activated microglia also release cytokines , including TNF-α , IL-1α , IL-6 , IFN-α , and other soluble molecules , such as glutamate and ATP .",1
"Moreover , the CD154 and CD40 axis is directly linked to the inflammatory process by increasing the expression of important adhesion molecules on fibroblastic cells , such as E selectin , vascular cell adhesion molecule-1 , and intercellular adhesion molecule-1 .",1
"A raised awareness of MOH is important , as the condition is highly preventable and treatable .",0
"More experience in and further modification of the manual phacofracture technique are required before it can be recommended as a safe alternative to phacoemulsification .",0
"As well as focusing on bivariate genetic correlations , the majority of previous studies have also focused on genetic correlations among traits expressed in the same sex as a potential cause of constraint .",0
"The fifth thaliana AMT1 family member , AtAMT1-2 , belongs to the third A - I E clade and encodes a transporter that mainly contributes to the HATS .",1
"Otoacoustic emissions are low-level sound energy produced by the outer hair cells in the cochlea , either spontaneously or evoked by external stimuli .",0
"This provides evidence for morbidity prevention and treatment of early lymphedema .",0
"Psychological support pre and post bariatric surgery had no impact on weight loss as measured by BMI and change in BMI by 1 year .",1
"The original aspects of analysis included applying the concept of the recently validated score for the MCID of the DLQI , changes in DLQI domain scores and in the distribution of subjects based on validated total DLQI score bands .",0
"For example , interleukin-6 - mediated signaling can regulate VEGF-C expression via the PI3K-Akt pathway , leading to lymphangiogenesis in human oral squamous cell carcinoma .",1
"Moreover , transcripts related to these toxic pathways were also significantly affected by BT .",1
"Keep It Off was implemented and conducted with minimal staff effort .",0
"This residual binding was prevented by including EDTA in the binding buffer under conditions that prevent Notch and ligand binding but do not release Notch receptors from the cell surface .",1
"As an example , consider education , which is well known to positively impact health .",1
"TRIAL REGISTRATION clinicaltrials.gov Identifier : NCT00179777 .",0
"Our study demonstrates that at POD 1 the use of the fascia closure device results in higher pain scores without a significant difference in closure time .",1
"To examine the role of SCD in the formation of lipid droplets , TAG storage , and growth and development , we generated the triple-mutant strains that allowed us to examine the role of SCD activity in the background of mutations that confer high fat stores or altered fat oxidation .",0
"Limited availability of specific stem cells might impair the regeneration of particular cell lineages .",1
"As a whole , these data suggest that low disease activity defined by isolated clinical variables is probably associated with a better response to treatment , which is in accordance with the above results for composite measures .",1
"Rosiglitazone may protect myocardium from I and R injury by enhancing T-SOD and GSH-Px concentration , inhibit inflammatory reaction , and improve endothelial function .",1
"The frequency of 3D7 sequence-types was very low in this area .",0
"The evolution of modern plate osteosynthesis .",0
"In comparison with routine care , intraoperative SPV-guided treatment was associated with slightly increased fluid adminstration whereas organ perfusion and function was similar .",1
"Alcohol use among youth is affected by a range of psychosocial and environmental factors .",1
"The neuropsychological outcome of children diagnosed with CH at birth is associated with both the severity of CH and early treatment factors .",1
"A Modern diet is associated with ER - breast cancer risk among taller women .",1
"The results contribute to the initial validity of increasing PA through a focus on preparation cues and practice consistency .",1
"Pretreatment of superoxide dismutase , mannitol and ethanol to HaCaT cells resulted in significant reduction in ROS levels and apoptosis indicating the role of superoxide and hydroxyl radicals in DON induced apoptosis as an early event and skin tumor initiation as a late event .",1
"A clinical study showed that the patch had an effect comparable to the norgestimate-containing oral contraceptives on several key androgenic markers , suggesting this patch containing norelgestromin may improve disorders resulting from androgen excess .",1
"Despite inducing a superior time to progression , long-term follow-up revealed that PLD-bortezomib did not improve OS compared with bortezomib alone in patients with relapsed and refractory multiple myeloma .",1
"These results indicate that aspartame and its conversion products are no more likely than placebo to cause urticaria and angioedema reactions in subjects with a history consistent with hypersensitivity to aspartame .",1
"Sodium supplementation of enteral feedings in very premature infants averts hyponatremia and enhances weight gain .",1
"As to the difference of the infection route , our previous results in a guinea pig model used in a collaborative study with Dr. McMurray showed that vaccination with HSP65 guinea pig IL-12 and HVJ resulted in better protection against pulmonary pathology caused by aerosol challenge with tuberculosis than BCG vaccination .",1
"The WHO estimates that 2.7 million lives could be saved annually by increasing individual FV consumption to the recommended 400 g per day .",1
"Adding high-dose intravenous steroid pulse therapy to conventional combination therapy for severe ocular lesions of BD may cause better improvement on VA and fewer flares during the first 6 months of treatment .",1
"Moreover , diagnostic performance of coronary CT angiography has been substantially improved with the technological developments in multi-slice CT scanners which started with 4-slice and now has advanced to 320-slice capability .",1
"There are anticipatable barriers to changing healthcare professionals behaviours to effectively deliver an intervention within a randomised clinical trial .",0
"Thus , the number of high affinity binding sites for forskolin in solubilized preparations correlated with the activation of adenylate cyclase by GppNHp via the guanine nucleotide binding protein .",1
"Because the anthropoid amino acid changes are located in the mitochondrial matrix , close to coevolving sites in subunits 2 and 4 proposed to have a COX regulatory function , the COX5Ap amino acid replacements observed in this study may have promoted better energy regulation in an increasingly high demand environment .",0
"These findings suggested that adding P-PRP or PRF to β-TCP graft substitute was not beneficial on new bone formation and regeneration , and P-PRP plus β-TCP or PRF plus β-TCP is not superior to β-TCP alone .",1
"The dimeric VEGF-C undergoes a series of proteolytic cleavage steps that increase the protein binding affinity to VEGFR-3 , however , only complete processing , removing both the N - and C - terminal propeptides , yields mature VEGF-C that can bind to VEGFR-2 .",1
"Although a standardization protocol was agreed on , there was a large variability in imaging parameters .",0
"Increased protein intake did not significantly improve muscle mass , muscle strength or functional performance in healthy older weight stable adults .",1
"However , no antiviral interventions or vaccines to control CHIKV infection have yet been approved .",0
"Furthermore , there was a significant difference in the angiogenic response induced by hypoxic supernatants relative to normoxic supernatants .",1
"Our studies take advantage of two features of Oligopaints : the inclusion of non-genomic sequences , which enable super-resolution imaging , and a programmable insert of genomic homology , which makes it possible for Oligopaints to bind specifically at SNPs .",1
"When we examined intergenic regions with SAGE tags , which are enriched in the L1 stage but lowly expressed in embryo and other developmental stages , we observed a good correlation between the L1-enriched SAGE tags and L1454 ESTs .",0
"The refractive index of the chitin was obtained using the wavelength-dependent Sellmeier relation : While it is a simple linear relationship between peak wavelength and pitch , it has been chosen to present the following data in terms of pitch as this relates directly to the structure of the beetle cuticle .",0
"The study cohort had 8329 patients , 3498 patients were white , 3248 were African Americans , and 659 were Asian Pacific Islanders .",0
"Isolates of fujikuroi produced cottony aerial mycelia , abundance of sporodochia , lesser polyphialides and only recovered from rice .",1
"While effect sizes were small , they can be considered as clinically relevant .",0
"Use of DPR reduces inflammation and adhesion molecule expression in the kidneys , and is associated with reduced macrophages and neutrophils on immunohistochemistry .",1
"MV affects systemic and renal blood flow and can cause hypotension and fluid reactive shock , affecting renal perfusion by decreasing GFR and reducing cardiac output and stimulating hormonal and sympathetic pathways , causing or promoting the development of AKI .",1
"However , coronary ostial obstruction is mainly due to the calcification of the aortic valve leaflet since the calcific native valve leaflets are easily to be pressed toward the side wall by the stents .",1
"These and other results suggest that in rats CCK acts on receptors located on afferent fibers in the gastric vagus and stimulates inhibition of gastric emptying predominantly via a vagovagal reflex arc through the brainstem .",1
"By reducing the manual workload , computer-aided approaches allow fast and reproducible 3D volumetric segmentations in large cohorts of patients , such as in radiomic studies .",1
"Guadecitibine is a second generation HMA and a dinucleotide of decitabine and deoxyguanosine , with its use leading to extended decitabine exposure via resistance to deamination .",1
"The MicroScan results for the remaining four isolates were low-probability identifications with multiple possible staphylococcal species that were all sensitive to methicillin .",0
"A home exercise program was beneficial to improve the balance of community-dwelling frail older adults .",1
"Aquafol was as effective and safe as Diprivan , but caused more severe and frequent injection pain .",1
"The intrastrand cross-links formed by L-OHP being the most abundant lesions capable of blocking both replication and transcription of DNA , they are considered to cause the major cytotoxic lesions and being directly involved in the cancer cells death .",1
"Vandetanib showed clinical antitumour activity and a manageable safety profile in patients with advanced RET-rearranged NSCLC .",1
"Interleukin 13 is a cytokine which plays a critical role in allergic inflammation and in susceptibility to parasites , such as , helminths , schistosomes and nematodes .",1
"The increased mortality rate reflected in the study period has been primarily driven by the HIV and AIDS epidemic .",1
"To further elucidate the molecular mechanisms underlying transcription factor-mediated reprogramming we have established a model , which allows for the efficient screening of whole libraries of miRNAs modulating the generation of iPSCs from murine embryonic fibroblasts .",0
